LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
771,81110,151558,13270,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-7512746652453970810 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
772,81110,151600,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_2618566506268332756 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* {name} System.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,32,BLOCK* {system} {action} {address} is added to {block} size {size},173,23,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {blockType} {name} {ip}:{port} is added to blk_{blockId} size {size},171,29,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> System.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* <*> <*> <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> <*> <*> is added to <*> size <*>
773,81110,151717,12949,INFO,dfs.DataNode$PacketResponder,Received block blk_-265588615173040885 of size 67108864 from /10.251.215.70,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},151,15,Received block {size} bytes from {source},154,11,Received block {block} of size {size} from {source},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {address},152,16,Received block {block} of size {size} from {ip},152,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
774,81110,151902,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to blk_5971534893446541111 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* {storedBlock} NameSystem.addStoredBlock: blockMap updated: {peerIp}:{port} is added to blk_{blkName} size {size},174,44,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},173,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {action} : {block} {from} {to} size {size},171,20,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> : <*> <*> <*> size <*>
775,81110,151940,12996,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4742178675580222210 src: /10.251.42.9:60232 dest: /10.251.42.9:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},168,18,Receiving block {src} from {dest} on port {port},169,16,Receiving block {block} src: {src} dest: {dest},168,17,Receiving block {block} src: {src} dest: {dest},169,17,Receiving block {block} src: {src} dest: {dest},167,17,Receiving block {block} from {src} to {dest},167,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> on port <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
776,81110,152137,13387,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-900229825899812461 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,133,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
777,81110,152147,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.37:50010 is added to blk_300967862449910205 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},169,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},172,30,BLOCK* {system} {name} {block} {size},171,16,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},169,33,{block}NameSystem.addStoredBlock: blockMap updated: {host}:{port} is added to {size} size {size},169,32,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* <*> <*> <*> <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
778,81110,152215,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.227:50010 is added to blk_2059389709317340334 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {name}.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,BLOCK* {name} System.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},173,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,{type} NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{id} size {size},171,34,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> System.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
779,81110,152240,13092,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6865167803683277211 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
780,81110,152613,13407,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1321799290531408498 src: /10.251.126.255:43447 dest: /10.251.126.255:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {src_ip}:{src_port} dest: {dest} dest_ip: {dest_ip}:{dest_port},175,38,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} from {src} to {dest},173,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*> dest_ip: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
781,81110,153301,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-8507209254958698084,E14,Verification succeeded for <*>,Verification succeeded for block {block},128,9,Verification succeeded for block {blk},131,10,Verification succeeded for {block},130,8,Verification succeeded for blk_{block},131,10,Verification succeeded for {block},128,8,Verification succeeded for block {block},128,9,Verification succeeded for block <*>,Verification succeeded for block <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for block <*>
782,81110,153917,13338,INFO,dfs.DataNode$PacketResponder,Received block blk_-7716943410942322104 of size 67108864 from /10.251.126.5,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},151,15,Received block {size} bytes from {source},154,11,Received block {block} of size {size} from {ip},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},152,16,Received block {block} of size {size} from {host},152,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
783,81110,155142,13655,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6884056342993438262 src: /10.251.193.175:46638 dest: /10.251.193.175:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} from {src_ip}:{src_port} to {dest_ip}:{dest_port},173,29,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
784,81110,160100,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.5:50010 is added to blk_-4092973201423074374 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},169,31,BLOCK* {name} is added to blk_-{id} size {size},173,21,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},172,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},169,31,BLOCK* {nameSystem}.addStoredBlock: blockMap updated: {ipAddress}:{port} is added to {block} size {size},169,34,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to blk_-<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
785,81110,163007,13812,INFO,dfs.DataNode$DataXceiver,10.251.67.225:50010 Served block blk_5240632065631390212 to /10.251.67.225,E1,<*> Served block <*> to <*>,IP {ip}:{port} Served block {block} to {ip},161,18,10.251.67.225:50010 Served {ip}:{port} block {blk} to /{ip},163,38,{responder} Served block {block} to {address},162,15,Served block {block} to {ip},163,11,{ip}:{port} Served block {block} to {host},161,17,{host}:{port} Served block {blk} to {client},161,18,IP <*> Served block <*> to <*>,<*> Served <*> block <*> to <*>,<*> Served block <*> to <*>,Served block <*> to <*>,<*> Served block <*> to <*>,<*> Served block <*> to <*>
786,81110,163625,13543,INFO,dfs.DataNode$DataXceiver,10.251.106.50:50010 Served block blk_-8907436477337775860 to /10.251.106.50,E1,<*> Served block <*> to <*>,10.251.106.50:50010 Served block blk_-8907436477337775860 to /{ip},161,50,10.251.106.50:50010 Served {ip}:{port} to /{ip}.,164,33,{responder} Served block {block} to {ip},163,15,Served block {block} to {address},164,11,{host}:{port} Served block {block} to {client},161,17,10.251.106.50:{port} Served block {block} to {clientIp},161,29,<*> Served block blk_-<*> to <*>,<*> Served <*> to <*>,<*> Served block <*> to <*>,Served block <*> to <*>,<*> Served block <*> to <*>,<*> Served block <*> to <*>
787,81110,163945,13711,WARN,dfs.DataNode$DataXceiver,10.251.30.101:50010:Got exception while serving blk_-5340885607150360719 to /10.251.30.101:,E3,<*>:Got exception while serving <*> to <*>:,Got exception while serving blk_{block} to /{ip},164,16,10.251.30.101:50010:Got exception while serving {blk_-5340885607150360719} to /{10.251.30.101}:,167,68,{host}:{port}:Got exception while serving {block} to {ip},166,19,10.251.30.101:{port}:{message} while serving {block} to {ip},167,29,{ip}:{port}:Got exception while serving {block} to {host},164,19,10.251.30.101:{port}:Got exception while serving {blk} to {addr},164,31,Got exception while serving <*> to <*>,<*>:Got exception while serving <*> to <*>:,<*>:Got exception while serving <*> to <*>,<*> while serving <*> to <*>,<*>:Got exception while serving <*> to <*>,<*>:Got exception while serving <*> to <*>
788,81110,170322,13709,WARN,dfs.DataNode$DataXceiver,10.251.195.33:50010:Got exception while serving blk_6702054389824523327 to /10.251.195.33:,E3,<*>:Got exception while serving <*> to <*>:,10.251.195.33:50010:Got exception while serving {block} to /{ip},164,34,Exception while serving blk_{blk} to /{ip}:,166,16,Client {client} got exception while serving {block} to {ip}:{port},165,19,10.251.195.33:{port}:{exception} while serving {block} to {ip},166,29,{host}:{port}:Got exception while serving {block} to {client},164,19,{host}:{port}:{exception} {blk},164,14,<*>:Got exception while serving <*> to <*>,Exception while serving <*> to <*>:,Client <*> got exception while serving <*> to <*>,<*> while serving <*> to <*>,<*>:Got exception while serving <*> to <*>,<*> <*>
789,81110,173556,13687,INFO,dfs.DataNode$DataXceiver,10.251.194.147:50010 Served block blk_7703498406755483188 to /10.251.111.209,E1,<*> Served block <*> to <*>,10.251.194.147:50010 Served block {block} to /{ip},163,32,10.251.194.147:50010 Served {ip}:{port} block {blk} to /{ip}.,165,39,{ip}:{port} Served block {block} to {client},164,17,IP address {ip}:{port} Served block {block} to IP address {ip2},165,22,{host}:{port} Served block {block} to {client},163,17,{host}:{port} Served block {block} to {ip},163,17,<*> Served block <*> to <*>,<*> Served <*> block <*> to <*>,<*> Served block <*> to <*>,IP address <*> Served block <*> to IP address <*>,<*> Served block <*> to <*>,<*> Served block <*> to <*>
790,81110,173657,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_2904134648927436267,E14,Verification succeeded for <*>,Verification succeeded for block {block},128,9,Verification succeeded for block {blk},130,10,Verification succeeded for {block},129,8,Verification succeeded for blk_{hash},130,10,Verification succeeded for {block},128,8,Verification succeeded for {block},128,8,Verification succeeded for block <*>,Verification succeeded for block <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>
