LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
823,KERNRTSP,1121115817,2005.07.11,R01-M0-N1-C:J09-U11,2005-07-11-14.03.37.675251,R01-M0-N1-C:J09-U11,RAS,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,rts panic! - stopping execution,76,8,rts panic! - stopping execution,78,9,rts panic! - stopping execution,77,9,rts panic! - stopping execution,78,9,rts panic! - stopping execution,74,9,rts panic! - stopping execution,74,9,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution
824,KERNRTSP,1121115819,2005.07.11,R04-M0-N1-C:J02-U01,2005-07-11-14.03.39.101778,R04-M0-N1-C:J02-U01,RAS,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,rts panic! - stopping execution,76,8,rts panic! - stopping execution,78,9,rts panic! - stopping execution,77,9,rts panic! - stopping execution,78,9,rts panic! - stopping execution,74,9,rts panic! - stopping execution,74,9,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution,rts panic! - stopping execution
825,-,1121172088,2005.07.12,R37-M1-N6-C:J03-U11,2005-07-12-05.41.28.215496,R37-M1-N6-C:J03-U11,RAS,KERNEL,INFO,generating core.9079,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{pid},78,8,generating core.{core_id},75,10,generating core.{core_id},75,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
826,-,1121172217,2005.07.12,R27-M1-NB-C:J12-U11,2005-07-12-05.43.37.421103,R27-M1-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.6425,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{106425},77,13,generating core.{pid},78,8,generating core.{pid},75,8,core.{process_id}.{thread_id},75,14,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
827,-,1121172239,2005.07.12,R26-M1-N1-C:J16-U01,2005-07-12-05.43.59.502921,R26-M1-N1-C:J16-U01,RAS,KERNEL,INFO,generating core.3400,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{core_id},75,10,core.{core_id},75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
828,-,1121172258,2005.07.12,R31-M0-NA-C:J03-U11,2005-07-12-05.44.18.854186,R31-M0-NA-C:J03-U11,RAS,KERNEL,INFO,generating core.6711,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.6711,77,9,generating core.{core_id},78,10,generating core.{pid},75,8,core.6711,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
829,-,1121172266,2005.07.12,R34-M0-N2-C:J04-U11,2005-07-12-05.44.26.319459,R34-M0-N2-C:J04-U11,RAS,KERNEL,INFO,generating core.2263,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.2263,77,9,generating core.{core_id},78,10,generating core.{core_id},75,10,generating core.2263,75,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
830,-,1121172311,2005.07.12,R25-M0-ND-C:J09-U01,2005-07-12-05.45.11.854624,R25-M0-ND-C:J09-U01,RAS,KERNEL,INFO,generating core.9386,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{1000},77,11,generating core.{core_id},78,10,generating core.{core_id},75,10,core.9386,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
831,-,1121172452,2005.07.12,R22-M1-N0-C:J10-U11,2005-07-12-05.47.32.414558,R22-M1-N0-C:J10-U11,RAS,KERNEL,INFO,generating core.4061,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{pid},75,8,core.4061,75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
832,-,1121172512,2005.07.12,R34-M1-N4-C:J07-U11,2005-07-12-05.48.32.532637,R34-M1-N4-C:J07-U11,RAS,KERNEL,INFO,generating core.14070,E67,generating core.<*>,generating core.{core_id},78,10,generating core.{number},79,8,generating core.{number},78,8,generating core.{core_id},79,10,generating core.{core_id},76,10,{core} generating core.{core},76,10,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,<*> generating core.<*>
833,-,1121172512,2005.07.12,R34-M1-N4-C:J10-U01,2005-07-12-05.48.32.925986,R34-M1-N4-C:J10-U01,RAS,KERNEL,INFO,generating core.14021,E67,generating core.<*>,generating core.{core_id},78,10,generating core.{number},79,8,core.14021,78,8,generating core.{core_id},79,10,generating core.{core_id},76,10,generating core.{number},76,8,generating core.<*>,generating core.<*>,core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
834,-,1121172822,2005.07.12,R16-M1-N1-C:J05-U01,2005-07-12-05.53.42.889632,R16-M1-N1-C:J05-U01,RAS,KERNEL,INFO,generating core.1715,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{number},77,8,generating core.{core_id},78,10,generating core.{core_id},75,10,{core_id}.{thread_id},75,12,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,<*>
835,-,1121172833,2005.07.12,R17-M0-NF-C:J10-U11,2005-07-12-05.53.53.558095,R17-M0-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.4489,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.4489,77,9,generating core.{core_id},78,10,generating core.{pid},75,8,generating core.{num},75,8,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>
836,-,1121172957,2005.07.12,R11-M1-N6-C:J16-U11,2005-07-12-05.55.57.631026,R11-M1-N6-C:J16-U11,RAS,KERNEL,INFO,generating core.2092,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.{pid},77,8,generating core.{core_id},78,10,generating core.{core_id},75,10,core.{index},75,6,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>,core.<*>
837,-,1121172988,2005.07.12,R15-M0-N8-C:J02-U11,2005-07-12-05.56.28.419299,R15-M0-N8-C:J02-U11,RAS,KERNEL,INFO,generating core.5967,E67,generating core.<*>,generating core.{core_id},77,10,generating core.{number},78,8,generating core.5967,77,9,generating core.{core_id}' where core_id is a placeholder for the actual core id.,78,23,generating core.{pid},75,8,core.{num},75,6,generating core.<*>,generating core.<*>,generating core.<*>,generating core.<*>' where core_id is a placeholder for the actual core id.,generating core.<*>,core.<*>
838,-,1121238463,2005.07.13,R11-M1-N3-C:J07-U11,2005-07-13-00.07.43.091930,R11-M1-N3-C:J07-U11,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected,total of {ddr_errors} ddr error(s) detected and corrected,82,18,total of {number} ddr error(s) detected and corrected,83,15,total of {0} ddr error(s) detected and corrected,82,15,total of <number> ddr error(s) detected and corrected,83,15,total of {number} ddr error(s) detected and corrected,80,16,total of %d ddr error(s) detected and corrected,80,15,total of <*> ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,total of <number> ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,total of %d ddr error(s) detected and corrected
839,-,1121252281,2005.07.13,R33-M1-NE-C:J07-U01,2005-07-13-03.58.01.460537,R33-M1-NE-C:J07-U01,RAS,KERNEL,INFO,118661512 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,118661512 double-hummer alignment exceptions,85,16,118661512 double-hummer alignment exceptions,84,16,{} double-hummer alignment exceptions,85,8,{num} double-hummer alignment exceptions,82,11,118661512 double-hummer alignment exceptions,82,17,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
840,-,1121252310,2005.07.13,R24-M0-N1-C:J03-U01,2005-07-13-03.58.30.362009,R24-M0-N1-C:J03-U01,RAS,KERNEL,INFO,112099344 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,112099344 double-hummer alignment exceptions,85,16,112099344 double-hummer alignment exceptions,84,16,{} double-hummer alignment exceptions,85,8,{number} {type} alignment exceptions,82,10,112099344 double-hummer alignment exceptions,82,17,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions
841,-,1121252323,2005.07.13,R22-M1-N3-C:J02-U01,2005-07-13-03.58.43.479838,R22-M1-N3-C:J02-U01,RAS,KERNEL,INFO,113170696 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,113170696 double-hummer alignment exceptions,85,16,113170696 double-hummer alignment exceptions,84,16,113170696 double-hummer alignment exceptions,85,16,{number} {exception_type} alignment exceptions,82,12,{num_double_hummer_alignment_exceptions},82,14,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions,<*>
842,-,1121252326,2005.07.13,R26-M1-N1-C:J11-U01,2005-07-13-03.58.46.179005,R26-M1-N1-C:J11-U01,RAS,KERNEL,INFO,117400328 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,117400328 double-hummer alignment exceptions,85,16,117400328 double-hummer alignment exceptions,84,16,double-hummer alignment exceptions,85,7,{num} double-hummer alignment exceptions,82,11,117400328 double-hummer alignment exceptions,82,17,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
843,-,1121252377,2005.07.13,R30-M1-N2-C:J11-U11,2005-07-13-03.59.37.615097,R30-M1-N2-C:J11-U11,RAS,KERNEL,INFO,112762744 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,112762744 double-hummer alignment exceptions,85,16,112762744 double-hummer alignment exceptions,84,16,112762744 {placeholder} alignment exceptions,85,15,{number} double-hummer alignment exceptions,82,11,{num} double-hummer alignment exceptions,82,11,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
844,-,1121252397,2005.07.13,R23-M1-N6-C:J14-U11,2005-07-13-03.59.57.142168,R23-M1-N6-C:J14-U11,RAS,KERNEL,INFO,116130784 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,116130784 double-hummer alignment exceptions,85,16,116130784 double-hummer alignment exceptions,84,16,double-hummer alignment exceptions,85,7,{core_id} {double_hummer_alignment_exceptions},82,17,116130784 double-hummer alignment exceptions,82,17,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,<*> <*>,<*> double-hummer alignment exceptions
845,-,1121252450,2005.07.13,R11-M1-NE-C:J06-U01,2005-07-13-04.00.50.209028,R11-M1-NE-C:J06-U01,RAS,KERNEL,INFO,114147592 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,114147592 double-hummer alignment exceptions,85,16,114147592 double-hummer alignment exceptions,84,16,114147592 {placeholder}.,85,13,{number} {type} alignment exceptions,82,10,{number} double-hummer alignment exceptions,82,11,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*>.,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions
846,-,1121252452,2005.07.13,R00-M1-N9-C:J16-U01,2005-07-13-04.00.52.200218,R00-M1-N9-C:J16-U01,RAS,KERNEL,INFO,113622512 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,1{count} double-hummer alignment exceptions,84,11,113622512 double-hummer alignment exceptions,85,16,113622512 double-hummer alignment exceptions,84,16,double-hummer alignment exceptions,85,7,{num} {type} alignment exceptions,82,10,113622512 double-hummer alignment exceptions,82,17,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions
847,-,1121252465,2005.07.13,R13-M0-N7-C:J09-U01,2005-07-13-04.01.05.366712,R13-M0-N7-C:J09-U01,RAS,KERNEL,INFO,114059360 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,114059360 double-hummer alignment exceptions,85,16,114059360 double-hummer alignment exceptions,84,16,114059360 double-hummer alignment exceptions,85,16,{number} double-hummer alignment exceptions,82,11,{114059360 double-hummer alignment exceptions},82,18,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*>
848,-,1121252541,2005.07.13,R03-M0-N7-C:J12-U01,2005-07-13-04.02.21.078387,R03-M0-N7-C:J12-U01,RAS,KERNEL,INFO,114091808 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,114091808 double-hummer alignment exceptions,85,16,114091808 double-hummer alignment exceptions,84,16,"X double-hummer alignment exceptions', where X is the number of double-hummer alignment exceptions.",85,22,{address} double-hummer alignment exceptions,82,11,{num} double-hummer alignment exceptions,82,11,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,"X double-hummer alignment exceptions', where X is the number of double-hummer alignment exceptions.",<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
849,-,1121252570,2005.07.13,R01-M0-NE-C:J05-U11,2005-07-13-04.02.50.779636,R01-M0-NE-C:J05-U11,RAS,KERNEL,INFO,115325776 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,double-hummer alignment exceptions,84,7,115325776 double-hummer alignment exceptions,85,16,115325776 double-hummer alignment exceptions,84,16,{} double-hummer alignment exceptions,85,8,{number} {exception} alignment exceptions,82,10,115325776 double-hummer alignment exceptions,82,17,double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions
850,-,1121252594,2005.07.13,R36-M0-N4-C:J04-U01,2005-07-13-04.03.14.251132,R36-M0-N4-C:J04-U01,RAS,KERNEL,INFO,113982272 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,1{number} double-hummer alignment exceptions,84,11,113982272 double-hummer alignment exceptions,85,16,113982272 double-hummer alignment exceptions,84,16,"X double-hummer alignment exceptions', where X is an integer.",85,15,{double-hummer} alignment exceptions,82,10,{number} double-hummer alignment exceptions,82,11,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,"X double-hummer alignment exceptions', where X is an integer.",<*> alignment exceptions,<*> double-hummer alignment exceptions
851,-,1121252594,2005.07.13,R22-M1-N8-C:J09-U01,2005-07-13-04.03.14.945951,R22-M1-N8-C:J09-U01,RAS,KERNEL,INFO,113355952 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,1{double-alpha} double-{alpha}-hummer alignment exceptions,84,16,113355952 double-hummer alignment exceptions,85,16,113355952 double-hummer alignment exceptions,84,16,113355952 {type} alignment exceptions,85,15,{address} double-hummer alignment exceptions,82,11,{0},82,4,<*> double-<*>-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions,<*> double-hummer alignment exceptions,<*>
