LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
262,Jun,22,13:16:30,combo,ftpd,17878.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} () at {date} {time}.,184,16,connection from {ip_address} () at {date} {time}.,183,16,connection from {} () at {}.,184,8,connection from {ip} ({domain}) at {date} {time} {year} {month} {day},184,25,connection from {ip} () at {date_time},184,13,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> () at <*> <*>.,connection from <*> () at <*>.,connection from <*> (<*>) at <*> <*> <*> <*> <*>,connection from <*> () at <*>
263,Jun,22,13:16:31,combo,ftpd,17873.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} () at {date} {time}.,184,16,connection from {ip_address} () at {date} {time}.,183,16,connection from {} () at {}.,184,8,connection from {ip} ({domain}) at {date} {time} {year} {month} {day},184,25,connection from {ip} () at {date_time},184,13,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> () at <*> <*>.,connection from <*> () at <*>.,connection from <*> (<*>) at <*> <*> <*> <*> <*>,connection from <*> () at <*>
264,Jun,22,13:16:31,combo,ftpd,17885.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} ({port}) at {date} {time}.,184,18,connection from {ip} () at {date},183,11,connection from {ip} () at {date},184,11,connection from {ip} ({host}) at {time} {date},184,16,connection from {remote_addr} () at {timestamp},184,13,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
265,Jun,22,13:16:31,combo,ftpd,17884.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} ({port}) at {date} {time}.,184,18,connection from {ip} () at {date},183,11,connection from {ip} () at {date},184,11,connection from {ip} ({host}) at {time} {date},184,16,connection from {remote_addr} () at {timestamp},184,13,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
266,Jun,22,13:16:31,combo,ftpd,17880.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} ({port}) at {date} {time}.,184,18,connection from {ip} () at {date},183,11,connection from {ip} () at {date},184,11,connection from {ip} ({host}) at {time} {date},184,16,connection from {remote_addr} () at {timestamp},184,13,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
267,Jun,22,13:16:31,combo,ftpd,17883.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} ({port}) at {date} {time}.,184,18,connection from {ip} () at {date},183,11,connection from {ip} () at {date},184,11,connection from {ip} ({host}) at {time} {date},184,16,connection from {remote_addr} () at {timestamp},184,13,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
268,Jun,22,13:16:31,combo,ftpd,17891.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip_address} ({port}) at {date} {time}.,184,18,connection from {ip} () at {date},183,11,connection from {ip} () at {date},184,11,connection from {ip} ({host}) at {time} {date},184,16,connection from {remote_addr} () at {timestamp},184,13,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
269,Jun,22,13:16:32,combo,ftpd,17894.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},183,11,connection from {ip} () at {date} {time}.,184,14,connection from {IPAddress} () at {date},183,12,connection from {} ({}) at {}.,184,9,connection from {ip_addr} ({hostname}) at {date} {time} {year} {month} {day} {hour}:{minute}:{second},184,37,connection from {ip}() at {date_time},184,13,connection from <*> () at <*>,connection from <*> () at <*> <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>.,connection from <*> (<*>) at <*> <*> <*> <*> <*> <*>,connection from <*>() at <*>
270,Jun,23,01:41:29,combo,sshd(pam_unix),18969.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
271,Jun,23,01:41:29,combo,sshd(pam_unix),18971.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
272,Jun,23,01:41:29,combo,sshd(pam_unix),18973.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
273,Jun,23,01:41:29,combo,sshd(pam_unix),18975.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
274,Jun,23,01:41:29,combo,sshd(pam_unix),18977.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
275,Jun,23,01:41:30,combo,sshd(pam_unix),18983.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
276,Jun,23,01:41:30,combo,sshd(pam_unix),18982.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
277,Jun,23,01:41:30,combo,sshd(pam_unix),18981.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
278,Jun,23,01:41:30,combo,sshd(pam_unix),18976.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={username},192,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},192,39,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
