LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
626,2015-10-18,"18:04:07,955",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:1 ScheduledReds:0 AssignedMaps:9 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:9 ContRel:0 HostLocal:6 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"After Scheduling: PendingReds:{pending} ScheduledMaps:{scheduledMaps} ScheduledReds:{scheduledReds} AssignedMaps:{assignedMaps} AssignedReds:{assignedReds} CompletedMaps:{completedMaps} CompletedReds:{completedReds} ContAlloc:{contAlloc} ContRel:{contRel} HostLocal:{hostLocal} RackLocal:{rackLocal}'

Input:
""Recalculating schedule, headroom=<memory:0, vCores:-27>""
Output:
""Recalculating schedule, headroom=<memory:{memory}, vCores:{core}""

Input:
""After Scheduling: PendingReds:1 ScheduledMaps:1 ScheduledReds:0 AssignedMaps:9 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:9 ContRel:0 HostLocal:6 RackLocal:3""
Output:
""After Scheduling: PendingReds:{pending} ScheduledMaps:{scheduledMaps} ScheduledReds:{scheduledR",159,256,"After Scheduling: PendingReds:{pending_reds}, ScheduledMaps:{scheduled_maps}, ScheduledReds:{scheduled_reds}, AssignedMaps:{assigned_maps}, AssignedReds:{assigned_reds}, CompletedMaps:{completed_maps}, CompletedReds:{completed_reds}, ContAlloc:{cont_alloc}, ContRel:{cont_rel}, HostLocal:{host_local}, RackLocal:{rack_local}.",161,110,After Scheduling: PendingReds:1 ScheduledMaps:1 ScheduledReds:0 AssignedMaps:9 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:9 ContRel:0 HostLocal:6 RackLocal:3,160,66,After Scheduling: PendingReds:{pending_reds} ScheduledMaps:{scheduled_maps} ScheduledReds:{scheduled_reds} AssignedMaps:{assigned_maps} AssignedReds:{assigned_reds} CompletedMaps:{completed_maps} CompletedReds:{completed_reds} ContAlloc:{cont_alloc} ContRel:{cont_rel} HostLocal:{host_local} RackLocal:{rack_local},161,110,After Scheduling: PendingReds:{pending_reds} ScheduledMaps:{scheduled_maps} ScheduledReds:{scheduled_reds} AssignedMaps:{assigned_maps} AssignedReds:{assigned_reds} CompletedMaps:{completed_maps} CompletedReds:{completed_reds} ContAlloc:{cont_alloc} ContRel:{cont_rel} HostLocal:{host_local} RackLocal:{rack_local},156,116,After Scheduling: PendingReds:{pending_reds} ScheduledMaps:{scheduled_maps} ScheduledReds:{scheduled_reds} AssignedMaps:{assigned_maps} AssignedReds:{assigned_reds} CompletedMaps:{completed_maps} CompletedReds:{completed_reds} ContAlloc:{cont_alloc} ContRel:{cont_rel} HostLocal:{host_local} RackLocal:{rack_local},156,116,"After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>' Input: ""Recalculating schedule, headroom=<memory:<*>, vCores:-27>"" Output: ""Recalculating schedule, headroom=<memory:<*>, vCores:<*>"" Input: ""After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>"" Output: ""After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:{scheduledR","After Scheduling: PendingReds:<*>, ScheduledMaps:<*>, ScheduledReds:<*>, AssignedMaps:<*>, AssignedReds:<*>, CompletedMaps:<*>, CompletedReds:<*>, ContAlloc:<*>, ContRel:<*>, HostLocal:<*>, RackLocal:<*>.",After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
627,2015-10-18,"18:04:07,955",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,Resolved {hostname} to /default-rack,121,12,Resolved <hostname> to <destination>,120,10,Resolved MSRA-SA-39.fareast.corp.microsoft.com to {ipv4},119,26,Resolved <hostname>-<subdomain>.<domain>.<tld> to /<path>,120,23,Resolved {hostname} to /default-rack,117,13,Resolved <host> to /<ip-address>,117,13,Resolved <*> to <*>,Resolved <hostname> to <destination>,Resolved MSRA-SA-<*>.fareast.corp.microsoft.com to <*>,Resolved <hostname>-<subdomain>.<domain>.<tld> to <*>,Resolved <*> to <*>,Resolved <host> to <*>
628,2015-10-18,"18:04:07,955",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,E21,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,attempt_{time}_0020_m_000008_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,143,37,"attempt_<id>, <status>",145,10,TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,144,18,attempt_{attemptId}_m_{taskId} TaskAttempt Transitioned from {oldState} to {newState},145,29,attempt_{taskId}_000008_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,140,31,TaskAttempt <taskId> Transitioned from <state> to <newState>,140,20,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,"attempt_<id>, <status>",TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from <*> to <*>,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,TaskAttempt <taskId> Transitioned from <state> to <newState>
629,2015-10-18,"18:04:08,018",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563,E80,Progress of TaskAttempt <*> is : <*>,Progress of TaskAttempt attempt_{taskId} is : {progress},144,16,Progress of TaskAttempt attempt_{id}_{attempt}-{stage}-{taskId}_{progress}.,145,25,Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<partition_id> is : <progress>,144,31,Progress of TaskAttempt attempt_{taskId}_m_{mapId}_r_{reduceId} is : <progress>,145,26,Progress of TaskAttempt attempt_{appId}_{attemptId}_m_{taskId} is : {progress},142,25,Progress of TaskAttempt <task-attempt>: <percentage>,142,16,Progress of TaskAttempt <*> is : <*>,Progress of TaskAttempt <*>-<*>-<*>.,Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<partition_id> is : <progress>,Progress of TaskAttempt <*> is : <progress>,Progress of TaskAttempt <*> is : <*>,Progress of TaskAttempt <task-attempt>: <percentage>
630,2015-10-18,"18:04:08,065",INFO,ContainerLauncher #8,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000010 taskAttempt attempt_1445144423722_0020_m_000008_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container {container} taskAttempt {attempt},180,32,Processing the event EventType: {EventType} for container container_{container_id} taskAttempt attempt_{task_attempt_index},182,33,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_{container_id} taskAttempt attempt_{task_attempt_id},181,41,Processing the event EventType: <eventType> for container <containerId> taskAttempt <taskAttemptId>,182,27,Processing the event EventType: {eventType}: {containerId} for container {containerId} taskAttempt attempt_{appId}_{attemptId}_m_{taskId}_n_{nodeId},177,44,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container <container_id> taskAttempt <task_attempt_id>,177,37,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container <*> taskAttempt <*>,Processing the event EventType: <*> for container <*> taskAttempt <*>,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container <*> taskAttempt <*>,Processing the event EventType: <eventType> for container <containerId> taskAttempt <taskAttemptId>,Processing the event EventType: <*>: <*> for container <*> taskAttempt <*>,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container <container_id> taskAttempt <task_attempt_id>
631,2015-10-18,"18:04:08,065",INFO,ContainerLauncher #8,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000008_0,E62,Launching <*>,Launching attempt_{attempt},128,8,"Launching attempt_{attempt}, worker_index={worker_idx}, app_id={app_id}.",129,25,Launching attempt {attempt}_{timestamp}_m_0{memory}_0{core},128,21,Launching attempt_{attempt_id}_m_{map_task_index}_r_{reduce_task_index},129,26,Launching attempt_{attemptId}_{appId}_m_{partitionId}_{containerId},126,20,"Launching attempt_{attempt}, jobId={jobid}, name={name}",126,20,Launching <*>,"Launching <*>, worker_index=<*>, app_id=<*>.",Launching attempt <*>,Launching <*>,Launching <*>,"Launching <*>, jobId=<*>, name=<*>"
632,2015-10-18,"18:04:08,065",INFO,ContainerLauncher #8,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com:28345,E74,Opening proxy : <*>,Opening proxy : {proxy},123,8,Opening proxy : <proxy_ip>:<proxy_port>,123,15,Opening proxy : {host}:{port},122,11,Opening proxy : <proxy>{proxy}:{port},123,13,Opening proxy : {host}:{port},120,11,Opening proxy : <proxy> : <port>,120,12,Opening proxy : <*>,Opening proxy : <proxy_ip>:<proxy_port>,Opening proxy : <*>,Opening proxy : <*>,Opening proxy : <*>,Opening proxy : <proxy> : <port>
633,2015-10-18,"18:04:08,190",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081,E80,Progress of TaskAttempt <*> is : <*>,Progress of TaskAttempt attempt_{task_attempt_id} is : {progress},143,20,"Progress of TaskAttempt attempt_<id>, headroom=<memory:{memory}, vCores:{core}', where <id> is the unique id of the task.",144,38,Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<partition_id>_<stage_id>_<attempt_num> is : <progress>,143,44,Progress of TaskAttempt <taskId> is : <progress>,144,15,Progress of TaskAttempt attempt_{taskId} is : {progress},141,16,TaskAttempt <attempt_id>: <percentage>%,141,16,Progress of TaskAttempt <*> is : <*>,"Progress of TaskAttempt attempt_<id>, headroom=<memory:<*>, vCores:<*>', where <id> is the unique id of the task.",Progress of TaskAttempt attempt_<attempt_id>_<task_id>_<partition_id>_<stage_id>_<attempt_num> is : <progress>,Progress of TaskAttempt <taskId> is : <progress>,Progress of TaskAttempt <*> is : <*>,TaskAttempt <attempt_id>: <percentage>%
634,2015-10-18,"18:04:08,205",INFO,ContainerLauncher #8,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000008_0 : 13562,E94,Shuffle port returned by ContainerManager for <*> : <*>,Shuffle port returned by ContainerManager for attempt_{attempt} : {port},141,18,"Shuffle port returned by ContainerManager for attempt_<id>, <timestamp>_<index>_<container_id>_<port>: <port>",142,34,Shuffle port returned by ContainerManager for attempt_<attemptId>_<taskId>_<partitionId> : <port>,141,30,Shuffle port returned by ContainerManager for attempt_{attemptId}_m_{mapIndex}: <port:{portNumber}>,142,26,Shuffle port returned by ContainerManager for attempt_{attemptId}_m_{executorId} : {port},139,25,Shuffle port returned by ContainerManager for attempt_<attemptId>_<attemptIndex>: <port>,139,25,Shuffle port returned by ContainerManager for <*> : <*>,"Shuffle port returned by ContainerManager for attempt_<id>, <timestamp>_<index>_<container_id>_<port>: <port>",Shuffle port returned by ContainerManager for attempt_<attemptId>_<taskId>_<partitionId> : <port>,Shuffle port returned by ContainerManager for <*>: <port:<*>,Shuffle port returned by ContainerManager for <*> : <*>,Shuffle port returned by ContainerManager for attempt_<attemptId>_<attemptIndex>: <port>
635,2015-10-18,"18:04:08,205",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000008_0] using containerId: [container_1445144423722_0020_01_000010 on NM: [MSRA-SA-39.fareast.corp.microsoft.com:28345],E105,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>],"TaskAttempt: [{attempt}] using containerId: [{containerId}] on NM: [{node}].'

The template of 'Launching task as an applicationMaster' is 'Launching task as an applicationMaster",198,49,"TaskAttempt: [attempt_{number}, containerId:{container_id}, NM:{NM_IP}:{NM_PORT}] using containerId: [container_{container_id}]",198,43,"TaskAttempt: [attempt:{attempt}, containerId: [container_:{container_id}, NM: [{host}:{port}]",197,32,TaskAttempt: [attempt_{attemptNumber}] using containerId: [container_{containerId} on NM: [{host}:{port}],198,33,TaskAttempt: [attempt_{jobid}_{taskid}_m_{partition}] using containerId: [container_{jobid}_{taskid}_01_000000 on NM: [hostname:{ip}:{port}],194,55,TaskAttempt: [{attempt_id}] using containerId: [{container_id}] on NM: [{node_name}:{port}],194,35,TaskAttempt: [<*>] using containerId: [<*>] on NM: [<*>].' The template of 'Launching task as an applicationMaster' is 'Launching task as an applicationMaster,"TaskAttempt: [<*>, containerId:<*>, NM:<*>] using containerId: [<*>]","TaskAttempt: [attempt:<*>, containerId: [container_:<*>, NM: [<*>]",TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>],TaskAttempt: [<*>] using containerId: [<*> on NM: [hostname:<*>],TaskAttempt: [<*>] using containerId: [<*>] on NM: [<*>]
636,2015-10-18,"18:04:08,205",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,E14,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,attempt_{time}_m_{attemptNumber}_TaskAttempt Transitioned from ASSIGNED to RUNNING,141,26,"attempt_[attempt_id], [state]_[state_name]",143,18,TaskAttempt Transitioned from ASSIGNED to RUNNING,142,16,attempt_{attemptNumber}_m_{mapId}_0 TaskAttempt Transitioned from {oldState} to {newState},143,30,attempt_{attemptId}_{taskId}_m_000008_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,139,36,attempt_<attemptId> <taskStatus> from <taskState> to <taskState>,139,23,<*> Transitioned from ASSIGNED to RUNNING,"attempt_[attempt_id], [state]_[state_name]",TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from <*> to <*>,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,attempt_<attemptId> <taskStatus> from <taskState> to <taskState>
637,2015-10-18,"18:04:08,205",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000008,E22,ATTEMPT_START <*>,ATTEMPT_START task_{task_id}_{attempt_id},129,17,ATTEMPT_START task_<task_id>_<run_time>_<container_index>_<partition>,131,30,"ATTEMPT_START task_<task_id>_<attempt_id>_m_<memory:0, vCores:0>",130,35,ATTEMPT_START task_{task_id}_m_0000{attempt_num},131,25,ATTEMPT_START {taskId},127,10,ATTEMPT_START task_<taskId>_<attemptNumber>,127,18,ATTEMPT_START <*>,ATTEMPT_START task_<task_id>_<run_time>_<container_index>_<partition>,"ATTEMPT_START task_<task_id>_<attempt_id>_m_<memory:<*>, vCores:0>",ATTEMPT_START <*>,ATTEMPT_START <*>,ATTEMPT_START task_<taskId>_<attemptNumber>
638,2015-10-18,"18:04:08,205",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000008 Task Transitioned from SCHEDULED to RUNNING,E104,<*> Task Transitioned from SCHEDULED to RUNNING,task_{taskID} Task Transitioned from SCHEDULED to RUNNING,137,19,task_<id>_<state>_<pid> Task Transitioned from <previous state> to <new state>,139,28,task_<task_id>_<phase>_<subphase>_<instance_id> Task Transitioned from <old_phase> to <new_phase>,138,39,task_{taskId}_m_{mapIndex} Task Transitioned from <state:SCHEDULED> to <state:RUNNING>,139,34,task_{taskId} Task Transitioned from {fromState} to {toState},136,20,task_<taskId> <state> from <fromState> to <toState>,136,20,<*> Task Transitioned from SCHEDULED to RUNNING,task_<id>_<state>_<pid> Task Transitioned from <previous state> to <new state>,task_<task_id>_<phase>_<subphase>_<instance_id> Task Transitioned from <old_phase> to <new_phase>,<*> Task Transitioned from <state:SCHEDULED> to <state:RUNNING>,<*> Task Transitioned from <*> to <*>,task_<taskId> <state> from <fromState> to <toState>
639,2015-10-18,"18:04:08,877",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.106964506,E80,Progress of TaskAttempt <*> is : <*>,Progress of TaskAttempt attempt_{task_id} is : {progress},145,17,"Progress of TaskAttempt attempt_<id>, <stage>_<index>_<taskId> is : <progress>.",146,28,"Progress of TaskAttempt attempt{attempt}_{id}_m_{status}__{progress}.'

The template of 'Task 00:01:01 (attempt_1445144423722_0020_m_000006_0) is running' is 'Task {task}_{id} is {status}.",145,90,Progress of TaskAttempt <attemptId> is : <progress>,146,16,Progress of TaskAttempt attempt_{taskId} is : {progress},143,16,TaskAttempt <id>: Progress of <task> is : <progress>,143,17,Progress of TaskAttempt <*> is : <*>,"Progress of TaskAttempt attempt_<id>, <stage>_<index>_<taskId> is : <progress>.",Progress of TaskAttempt <*>.' The template of 'Task <*> (attempt_1445144423722_0020_m_000006_0) is running' is 'Task <*> is <*>.,Progress of TaskAttempt <attemptId> is : <progress>,Progress of TaskAttempt <*> is : <*>,TaskAttempt <id>: Progress of <task> is : <progress>
640,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>","getResources() for application_{applicationId}: ask={ask} release={release} newContainers={newContainers} finishedContainers={finishedContainers} resourcelimit=<memory:{memory}, vCores:{core}> knownNMs={knownNMs}",159,58,"getResources() for application_[application_id] ask=[ask], release=[release], newContainers=[newContainers], finishedContainers=[finishedContainers], resourcelimit=[resourcelimit], knownNMs=[knownNMs].",163,61,"getResources() for {application}@{id}: ask={ask} release={release} newContainers={newContainers} finishedContainers={finishedContainers} resourcelimit=<memory:{memory}, vCores:{core}> knownNMs={knownNMs}",162,66,"getResources() for <applicationId>: ask=<ask>, release=<release>, newContainers=<newContainers>, finishedContainers=<finishedContainers>, resourcelimit=<memory:{memory}, vCores:{core}> knownNMs=<knownNMs>",163,69,"getResources() for application_<appId>: ask={ask} release= {release} newContainers={newContainers} finishedContainers={finishedContainers} resourcelimit=<memory:{memory}, vCores:{core}> knownNMs={knownNMs}",158,66,getResources() for application_<application-id>: ask=<resource-limit> release=<release> newContainers=<new-containers> finishedContainers=<finished-containers> resourcelimit=<resource-limit> knownNMs=<known-nms>,158,59,"getResources() for <*>: ask=<*> release=<*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>","getResources() for application_[application_id] ask=[ask], release=[release], newContainers=[newContainers], finishedContainers=[finishedContainers], resourcelimit=[resourcelimit], knownNMs=[knownNMs].","getResources() for <*>@<*>: ask=<*> release=<*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <applicationId>: ask=<ask>, release=<release>, newContainers=<newContainers>, finishedContainers=<finishedContainers>, resourcelimit=<memory:<*>, vCores:<*> knownNMs=<knownNMs>","getResources() for application_<appId>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",getResources() for application_<application-id>: ask=<resource-limit> release=<release> newContainers=<new-containers> finishedContainers=<finished-containers> resourcelimit=<resource-limit> knownNMs=<known-nms>
