LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1203,03-17,16:15:29.392,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1204,03-17,16:15:29.392,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1205,03-17,16:15:29.694,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1206,03-17,16:15:29.694,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1207,03-17,16:15:29.694,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1208,03-17,16:15:29.995,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1209,03-17,16:15:29.995,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1210,03-17,16:15:29.995,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1211,03-17,16:15:30.026,1702,3694,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,getTasks: caller {number} does not hold REAL_GET_TASKS; limiting output,125,22,"getTasks: caller {int}, does not hold REAL_GET_TASKS; limiting output",131,23,getTasks: caller {caller} does not hold {permission}; limiting output,130,18,getTasks: caller {number} does not hold REAL_GET_TASKS; limiting output,131,23,getTasks: caller {string} does not hold {string}; limiting output,126,17,getTasks: caller {int} does not hold REAL_GET_TASKS; limiting output,126,22,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,"getTasks: caller <*>, does not hold REAL_GET_TASKS; limiting output",getTasks: caller <*> does not hold <*>; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold <*>; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
1212,03-17,16:15:30.297,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1213,03-17,16:15:30.297,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1214,03-17,16:15:30.297,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1215,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1216,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1217,03-17,16:15:30.599,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1218,03-17,16:15:30.902,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1219,03-17,16:15:30.903,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1220,03-17,16:15:30.903,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1221,03-17,16:15:31.202,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,HBM brightnessIn ={number},109,10,HBM brightnessIn={int}.,115,10,HBM brightnessIn={number},114,10,HBM brightnessIn={number},115,10,HBM brightnessIn={number},110,8,HBM brightnessIn={number},110,8,HBM brightnessIn =<*>,HBM brightnessIn=<*>.,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>,HBM brightnessIn=<*>
1222,03-17,16:15:31.202,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,HBM brightnessOut ={number},109,10,HBM brightnessOut={int}.,115,10,HBM brightnessOut={number},114,10,HBM brightnessOut ={number},115,11,HBM brightnessOut ={number},110,9,HBM brightnessOut={number},110,8,HBM brightnessOut =<*>,HBM brightnessOut=<*>.,HBM brightnessOut=<*>,HBM brightnessOut =<*>,HBM brightnessOut =<*>,HBM brightnessOut=<*>
1223,03-17,16:15:31.202,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target={number}, rate={number}",116,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",120,14,"Animating brightness: target={number}, rate={number}",121,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target={number}, rate={number}",117,14,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
1224,03-17,16:15:32.289,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,getTasks: caller {number} does not hold REAL_GET_TASKS; limiting output,125,22,"getTasks: caller {int}, does not hold REAL_GET_TASKS; limiting output",131,23,getTasks: caller {caller} does not hold {permission}; limiting output,130,18,getTasks: caller {number} does not hold REAL_GET_TASKS; limiting output,131,23,getTasks: caller {string} does not hold {string}; limiting output,126,17,getTasks: caller {int} does not hold REAL_GET_TASKS; limiting output,126,22,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,"getTasks: caller <*>, does not hold REAL_GET_TASKS; limiting output",getTasks: caller <*> does not hold <*>; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,getTasks: caller <*> does not hold <*>; limiting output,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
1225,03-17,16:15:33.396,1702,2558,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>","cancelNotificationWithTag pid {number},uid = {number},tag = {string},pkg ={string},id ={number}",142,29,"cancelNotificationWithTag pid={int}, uid={int}, tag={string}, pkg={string}, id={int}",146,27,"cancelNotificationWithTag pid:{int},uid={int},tag:{string},pkg={string},id={int}",145,25,"cancelNotificationWithTag pid {number}, uid = {number}, tag = {string}, pkg = {string}, id = {number}",146,31,"cancelNotificationWithTag pid = {number}, uid = {number}, tag = {string}, pkg = {string}, id = {number}",143,36,"cancelNotificationWithTag pid={pid},uid={uid},tag={tag},pkg={pkg},id={id}",143,29,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>","cancelNotificationWithTag pid=<*>, uid=<*>, tag=<*>, pkg=<*>, id=<*>","cancelNotificationWithTag pid:<*>,uid=<*>,tag:<*>,pkg=<*>,id=<*>","cancelNotificationWithTag pid <*>, uid = <*>, tag = <*>, pkg = <*>, id = <*>","cancelNotificationWithTag pid = <*>, uid = <*>, tag = <*>, pkg = <*>, id = <*>","cancelNotificationWithTag pid=<*>,uid=<*>,tag=<*>,pkg=<*>,id=<*>"
1226,03-17,16:15:33.396,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>","cancelNotification,index:{number}",107,8,"cancelNotification,index=-1",112,7,"cancelNotification,index:{int}",111,8,"cancelNotification,index:{number}",112,8,"cancelNotification,index={int}",109,8,"cancelNotification,index={int}",109,8,"cancelNotification,index:<*>","cancelNotification,index=-<*>","cancelNotification,index:<*>","cancelNotification,index:<*>","cancelNotification,index=<*>","cancelNotification,index=<*>"
1227,03-17,16:15:33.398,1702,3137,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>","cancelNotificationWithTag pid {number},uid = {number},tag = {string},pkg ={string},id ={number}",142,29,"cancelNotificationWithTag pid={int}, uid={int}, tag={string}, pkg={string}, id={int}",146,27,"cancelNotificationWithTag pid:{number}, uid={number}, tag={str}, pkg={str}, id={str}",145,27,"cancelNotificationWithTag pid {number}, uid={number}, tag={string}, pkg={string}, id={number}",146,27,"cancelNotificationWithTag pid = {number}, uid = {number}, tag = {string}, pkg = {string}, id = {number}",143,36,"cancelNotificationWithTag pid={pid},uid={uid},tag={tag},pkg={pkg},id={id}",143,29,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>","cancelNotificationWithTag pid=<*>, uid=<*>, tag=<*>, pkg=<*>, id=<*>","cancelNotificationWithTag pid:<*>, uid=<*>, tag=<*>, pkg=<*>, id=<*>","cancelNotificationWithTag pid <*>, uid=<*>, tag=<*>, pkg=<*>, id=<*>","cancelNotificationWithTag pid = <*>, uid = <*>, tag = <*>, pkg = <*>, id = <*>","cancelNotificationWithTag pid=<*>,uid=<*>,tag=<*>,pkg=<*>,id=<*>"
1228,03-17,16:15:33.398,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>","cancelNotification,index:{number}",107,8,"cancelNotification,index=-1",112,7,"cancelNotification,index:{int}",111,8,"cancelNotification,index:{number}",112,8,"cancelNotification,index={int}",109,8,"cancelNotification,index={int}",109,8,"cancelNotification,index:<*>","cancelNotification,index=-<*>","cancelNotification,index:<*>","cancelNotification,index:<*>","cancelNotification,index=<*>","cancelNotification,index=<*>"
1229,03-17,16:15:33.419,1702,8290,I,NotificationManager,enqueueNotificationInternal: pkg=com.tencent.mobileqq id=121 notification=Notification(pri=1 contentView=null vibrate=[100] sound=null tick defaults=0x0 flags=0x11 color=0x00000000 vis=PRIVATE),E46,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=PRIVATE),enqueueNotificationInternal: pkg={string} id={number} notification=Notification(pri={number} contentView={string} vibrate={array} sound={string} tick={number} defaults={number} flags={number} color={number} vis={number}),172,58,enqueueNotificationInternal: pkg=com.tencent.mobileqq id=121 notification=Notification(pri=1 contentView=null vibrate=[100] sound=null tick defaults=0x0 flags=0x11 color=0x00000000 vis=PRIVATE).,178,74,"enqueueNotificationInternal: pkg=com.tencent.mobileqq id={int}, notification=Notification(pri={int} contentView={null} vibrate=[{int}] sound={null} tick defaults={int} flags={int} color={int} vis={int})",177,62,enqueueNotificationInternal: pkg={string} id={number} notification={string},178,19,enqueueNotificationInternal: pkg={string} id={int} notification={string},173,19,enqueueNotificationInternal: pkg={string} id={int} notification={object} defaults={int} flags={int} color={int} vis={int},173,35,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=<*> sound=<*> tick=<*> defaults=<*> flags=<*> color=<*> vis=<*>),enqueueNotificationInternal: pkg=com.tencent.mobileqq id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=0x0 flags=0x11 color=0x00000000 vis=PRIVATE).,"enqueueNotificationInternal: pkg=com.tencent.mobileqq id=<*>, notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=<*>)",enqueueNotificationInternal: pkg=<*> id=<*> notification=<*>,enqueueNotificationInternal: pkg=<*> id=<*> notification=<*>,enqueueNotificationInternal: pkg=<*> id=<*> notification=<*> defaults=<*> flags=<*> color=<*> vis=<*>
