LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
425,2015-07-29,"19:34:52,717",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50849,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.12:50849,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason:' is 'Error connecting to database. Reason: {reason}'
The template of 'Error connecting to database' is 'Error connecting to database'
The template of 'Error connecting to database. Reason: Connection
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
426,2015-07-29,"19:34:55,969",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49023,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.11:49023,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:49023' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.11:49023 disconnected' is 'Client {ip}:{port} disconnected",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
427,2015-07-29,"19:35:02,651",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
428,2015-07-29,"19:35:02,846",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
429,2015-07-29,"19:35:05,992",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
430,2015-07-29,"19:35:06,078",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
431,2015-07-29,"19:35:09,326",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
432,2015-07-29,"19:35:09,526",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:32891,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:32891,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
433,2015-07-29,"19:35:16,098",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
434,2015-07-29,"19:35:16,207",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
435,2015-07-29,"19:35:19,443",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
436,2015-07-29,"19:35:19,544",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:32924,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:32924,"Received connection request from {ip}:{port}'
The template of 'Error connecting to server' is 'Error connecting to server",Received connection request from <*>,of 'Error connecting to server' is 'Error connecting to server
437,2015-07-29,"19:35:22,888",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
438,2015-07-29,"19:35:29,368",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
439,2015-07-29,"19:35:29,372",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
440,2015-07-29,"19:35:29,458",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
441,2015-07-29,"19:35:36,142",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for id , my id = , error '
""Interrupted while waiting for message on queue {queue_name}""

""Connection broken for ID {id}, my ID = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for id , my id = , error ' ""Interrupted while waiting for message on queue <*>"" ""Connection broken for ID <*>, my ID = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
442,2015-07-29,"19:35:42,928",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:33010,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:33010,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:33010' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:33010' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
443,2015-07-29,"19:35:46,073",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49204,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.11:49204,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:49204' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.11:49204 disconnected' is 'Client {ip}:{port} disconnected",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
444,2015-07-29,"19:35:49,417",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
