LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
304,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,Found block rdd_2_3 locally,79,10,Found block rdd_2_3 locally,80,10,Found block {block} locally,79,7,Found block {blockId} locally,80,8,Found block {blockId} locally,78,9,"Found block rdd_2_3 locally, size {size} bytes",78,17,Found block rdd_2_3 locally,Found block rdd_2_3 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,"Found block rdd_2_3 locally, size <*> bytes"
305,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,Found block rdd_2_2 locally,79,10,Found block rdd_2_2 locally,80,10,Found block {block_name} locally,79,9,Found block {blockId} locally,80,8,Found block rdd_{rddId}_{partitionId} locally,78,15,Found block rdd_2_2 locally,78,11,Found block rdd_2_2 locally,Found block rdd_2_2 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_2_2 locally
306,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,Found block rdd_2_1 locally,79,10,Found block rdd_2_1 locally,80,10,Found block {block_name} locally,79,9,Found block {block} locally,80,7,Found block rdd_{id}_{index} locally,78,12,"Found block rdd_2_1 at {path}, size = {size}",78,19,Found block rdd_2_1 locally,Found block rdd_2_1 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,"Found block rdd_2_1 at <*>, size = <*>"
307,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 39, boot = -110, init = 149, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
308,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 39, boot = -105, init = 144, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times: {boot} boot, {init} init, {finish} finish",95,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: <*> boot, <*> init, <*> finish"
309,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 42, boot = -103, init = 144, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{times} Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,29,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
310,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -107, init = 148, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{times_total} times: total = {times_boot}, boot = {times_init}, finish = {times_finish}",95,31,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: total = <*>, boot = <*>, finish = <*>"
311,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 42, boot = -107, init = 148, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times: total={total}, boot={boot}, init={init}, finish={finish}",95,25,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: total=<*>, boot=<*>, init=<*>, finish=<*>"
312,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_11_0 stored as bytes in memory (estimated size 152.0 B, free 432.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block {block_name} stored as bytes in memory (estimated size {size}, free {free_space})",104,25,"Block rdd_11_0 stored as bytes in memory (estimated size {size}, free {free}).",106,26,"Block rdd_ {id} stored as {dataType} in memory (estimated size {size} B, free {freeMemory} KB)",105,34,"Block {blockId}__{partId} stored as {storageLevel} in {memoryType} (estimated size {size}.{unit}, free {freeSpace}.{unit})",106,40,"Block {rddid}_{partition} stored as bytes in memory (estimated size {size} B, free {free} KB)",102,29,"Block rdd_{id}_{partition} stored as bytes in memory (estimated size {size}, free {free})",102,28,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_0 stored as bytes in memory (estimated size <*>, free <*>).","Block rdd_ <*> stored as <*> in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
313,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_11_3 stored as bytes in memory (estimated size 157.0 B, free 432.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_3 stored as bytes in memory (estimated size {size} B, free {free} KB)",104,30,"Block rdd_11_3 stored as bytes in memory (estimated size {size}, free {free}).",106,26,"Block rdd_ {id} stored as bytes in memory (estimated size {size} B, free {free} KB)",105,30,"Block {blockId} stored as {type} in {location} ({size} {unit}, free {freeSpace} {unit})",106,29,"Block {rdd} stored as bytes in memory (estimated size {size} B, free {free} KB)",102,26,"Block rdd_<rdd_id>_<partition_index> stored as bytes in memory (estimated size <size>, free <free_size>)",102,37,"Block rdd_11_3 stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_11_3 stored as bytes in memory (estimated size <*>, free <*>).","Block rdd_ <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (<*> <*>, free <*> <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_<rdd_id>_<partition_index> stored as bytes in memory (estimated size <size>, free <free_size>)"
314,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_11_4 stored as bytes in memory (estimated size 145.0 B, free 432.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_{id} stored as bytes in memory (estimated size {size}, free {free})",104,26,"Block rdd_11_4 stored as bytes in memory (estimated size {size}, free {free})",106,26,"Block rdd_ {id} stored as {data_type} in memory (estimated size {size} B, free {free_memory} KB)",105,36,"Block {blockId} stored as {type} in {location} (estimated size {size} {unit}, free {freeSize} {freeUnit})",106,35,"Block {rdd} stored as bytes in memory (estimated size {size} B, free {free} KB)",102,26,"Block rdd_<rddId>_<partitionId> stored as bytes in memory (estimated size <size>, free <freeSize> KB)",102,35,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_4 stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_ <*> stored as <*> in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*> <*>, free <*> <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_<rddId>_<partitionId> stored as bytes in memory (estimated size <size>, free <freeSize> KB)"
315,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_11_2 stored as bytes in memory (estimated size 199.0 B, free 432.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_2 stored as bytes in memory (estimated size {size} B, free {free} B)",104,29,"Block rdd_11_2 stored as bytes in memory (estimated size {size}, free {free}).",106,26,"Block rdd_ {id} stored as {dataType} in memory (estimated size {size} B, free {freeMemory} KB)",105,34,"Block {blockId} stored as {storageType} in {storageLocation} (estimated size {size} {unit}, free {freeSpace} {unit})",106,36,"Block {rddId}_{partitionId} stored as bytes in memory (estimated size {size} B, free {freeMemory} KB)",102,31,"Block rdd_{index}_{partitionId} stored as bytes in memory (estimated size {size}, free {free})",102,29,"Block rdd_11_2 stored as bytes in memory (estimated size <*> B, free <*> B)","Block rdd_11_2 stored as bytes in memory (estimated size <*>, free <*>).","Block rdd_ <*> stored as <*> in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*> <*>, free <*> <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
316,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_11_1 stored as bytes in memory (estimated size 160.0 B, free 432.7 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block {block_id} stored as bytes in memory (estimated size {size}, free {free})",104,23,"Block rdd_11_1 stored as bytes in memory (estimated size {size}, free {free}).",106,26,"Block rdd_ {id} stored as bytes in memory (estimated size {size} B, free {free} KB)",105,30,"Block {rdd_id}__{partition_id} stored as {storage_level} in {memory_type} (estimated size {size}.{unit}, free {free_space})",106,43,"Block rdd_{id}_{partition} stored as bytes in memory (estimated size {size} B, free {freeMemory} KB)",102,30,"Block rdd_{rddId}_{partitionNum} stored as bytes in memory (estimated size {size}, free {free})",102,31,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_11_1 stored as bytes in memory (estimated size <*>, free <*>).","Block rdd_ <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
317,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = 17, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
318,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 28, init = 13, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
319,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = 18, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"{total} times: {boot} for boot, {init} for init, {finish} for finish",93,24,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: <*> for boot, <*> for init, <*> for finish"
