LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
201,03-17,16:13:46.765,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,E8,<*>: Must execute in UI,98,"android.util.AndroidRuntimeException: {class}: {message}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","android.util.AndroidRuntimeException: Must execute in UI'
The template of 'Error: java.net.UnknownHostException:' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",of 'Error: java.net.UnknownHostException:' is 'Error: java.net.UnknownHostException: <*>' The
202,03-17,16:13:46.765,2227,2794,V,KeyguardUpdateMonitor,*** register callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,E1,*** register callback for <*>@<*>,108,"** register callback for com.android.systemui.statusbar.policy.KeyguardMonitor@{int}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","*** register callback for com.android.systemui.statusbar.policy.KeyguardMonitor@{id}
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
203,03-17,16:13:46.765,2227,2794,W,KeyguardUpdateMonitor,registerCallback not in UI.,E107,registerCallback not in UI.,93,"registerCallback not in UI.'
Based on the provided log message, the dynamic variables that can be abstracted are:

1. `isOverlap` (boolean)
2. `getTopPadding` (number)
3. `Translation` (number)

The static log template for the given variables would be:

```
updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}
```","registerCallback not in UI.'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:false, getTopPadding:333.0, Translation:-19.0","for the given variables would be:  updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding:<*>, Translation:-<*>"
204,03-17,16:13:46.765,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,E8,<*>: Must execute in UI,98,"android.util.AndroidRuntimeException: {class}: {message}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","android.util.AndroidRuntimeException: Must execute in UI'
The template of 'Error: java.net.UnknownHostException:' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error: java.net.UnknownHostException: example.com' is 'Error: java.net.UnknownHostException: {host}'
The template of 'Error","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",of 'Error: java.net.UnknownHostException:' is 'Error: java.net.UnknownHostException: <*>' The
205,03-17,16:13:46.765,2227,2794,V,KeyguardUpdateMonitor,*** unregister callback for null,E3,*** unregister callback for <*>,95,"*** unregister callback for {object}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",*** unregister callback for {null},"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",*** unregister callback for <*>
206,03-17,16:13:46.778,2626,2839,D,PhoneInterfaceManager,[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,E5,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,107,"[PhoneIntfMgr] getDataEnabled: subId={int} phoneId={int}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","PhoneIntfMgr] getDataEnabled: subId={number} phoneId={number}'
The template of '[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1' is 'PhoneIntfMgr] getDataEnabled: subId={number} phoneId={number}'","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",of '[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>' is 'PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>'
207,03-17,16:13:46.778,2626,2839,D,PhoneInterfaceManager,[PhoneIntfMgr] getDataEnabled: subId=1 retVal=true,E6,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>,107,"[PhoneIntfMgr] getDataEnabled: subId={int} retVal={bool}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","[PhoneIntfMgr] getDataEnabled:{bool}, subId={number}, retVal={bool}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap={bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap=<*>, getTopPadding=<*>, Translation=<*>"
208,03-17,16:13:47.012,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261851646, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",114,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","userActivityNoUpdateLocked: eventTime={timestamp}, event={number}, flags={number}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
209,03-17,16:13:47.013,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={int}, auto={int}, adj={float}, userId={int}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
210,03-17,16:13:47.016,2227,2227,I,PanelView,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851646, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",E87,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",202,"onInterceptTouchEvent MotionEvent { action={string}, actionButton={number}, id={number}, x={number}, y={number}, toolType={string}, buttonState={number}, metaState={number}, flags={number}, edgeFlags={number}, pointerCount={number}, historySize={number}, eventTime={number}, downTime={number}, deviceId={number}, source={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","onInterceptTouchEvent MotionEvent { action={string}, actionButton={number}, id[{index}]={number}, x[{index}]={number}, y[{index}]={number}, toolType[{index}]={string}, buttonState={number}, metaState={number}, flags={number}, edgeFlags={number}, pointerCount={number}, historySize={number}, eventTime={number}, downTime={number}, deviceId={number}, source={number} }'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
211,03-17,16:13:47.038,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",110,"updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}'
The log message is:
'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0'
The template is:
'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}'","updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:false, getTopPadding={number}, Translation={number}","is: 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>'","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
212,03-17,16:13:47.038,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:<*>,99,"updateDimmedActivatedHideSensitive overlap:{bool}
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",updateDimmedActivatedHideSensitive overlap:{bool},"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",updateDimmedActivatedHideSensitive overlap:<*>
213,03-17,16:13:47.078,2227,2227,I,PanelView,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851713, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",E88,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",202,"onInterceptTouchEvent MotionEvent { action={string}, actionButton={number}, id={number}, x={number}, y={number}, toolType={string}, buttonState={number}, metaState={number}, flags={number}, edgeFlags={number}, pointerCount={number}, historySize={number}, eventTime={number}, downTime={number}, deviceId={number}, source={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","onInterceptTouchEvent MotionEvent { action={string}, actionButton={number}, id[{index}]={number}, x[{index}]={number}, y[{index}]={number}, toolType[{index}]={string}, buttonState={number}, metaState={number}, flags={number}, edgeFlags={number}, pointerCount={number}, historySize={number}, eventTime={number}, downTime={number}, deviceId={number}, source={number} }, mBlockTouches={bool}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
214,03-17,16:13:47.091,2227,2227,V,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect effectType: <*>,98,"playSoundEffect   effectType:{number}'
The template of 'updateClipping isOverlap:true, getTopPadding=555.0, Translation=-22.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","playSoundEffect effectType:{number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap={bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap=<*>, getTopPadding=<*>, Translation=<*>"
215,03-17,16:13:47.091,2227,2227,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,95,"querySoundEffectsEnabled:{bool}'
The template of 'updateClipping isOverlap:true, getTopPadding=0.0, Translation=0.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","querySoundEffectsEnabled...'
The template of 'querySoundEffectsEnabled...' is 'querySoundEffectsEnabled...'","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",of 'querySoundEffectsEnabled...' is 'querySoundEffectsEnabled...'
216,03-17,16:13:47.100,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=2, force=true, delayed=true, mExpandedVisible=true",E18,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>",112,"animateCollapsePanels:flags={number}, force={bool}, delayed={bool}, mExpandedVisible={bool}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","animateCollapsePanels:flags={number}, force={bool}, delayed={bool}, mExpandedVisible={bool}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
