LineId,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {string}##{string}##{string}##{string}##{string}##{string},149,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{long},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = {long} {long} {long} {long} {long} {long},146,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps= {int} {int} {int} {int} {int} {int},149,28,setTodayTotalDetailSteps={str},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{string} ##{string} ##{string} ##{string} ##{string} ##{string},145,24,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> ##<*> ##<*> ##<*> ##<*> ##<*>
425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {long} {long} {long} {long} {long},150,25,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int}##{int}##{int}##{int}##{int}##{int},146,24,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514038560000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={string},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int}##{int}##{int}##{int}##{int}##{int},145,24,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},108,12,{string} = {float},108,8,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> = <*>
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {string} {int} {int} {int} {int} {int},149,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{time} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514038560000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={string},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int}##{int}##{int}##{int}##{int}##{int},145,24,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},108,12,{int} = {int},108,8,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> = <*>
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {long} {long} {long} {long} {long} {long},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514038560000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={int} {int} {int} {int},148,21,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int} {int} {int} {int} {int} {int},145,19,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{methodName} totalCalories={double},108,11,{int} = {int},108,8,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> totalCalories=<*>,<*> = <*>
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},118,16,REPORT : {int} {int} {int} {int},119,16,REPORT : {int} {int} {int} {int},117,16,REPORT : {int} {int} {int} {int},117,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,E39,onExtend:<*> <*> <*> <*>,onExtend:{long} {int} {int} {int},117,16,onExtend: {long} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {long} {long} {long} {long} {long},150,25,getTodayTotalDetailSteps = {string}##{string}##{string}##{string}##{string}##{string},149,33,getTodayTotalDetailSteps = {long}{int}{int}{int}{int}{long},150,23,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int}##{int}##{int}##{int}##{int}##{int},146,24,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514038560000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps={str},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int} {int} {int} {int} {int} {int},145,19,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
