LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1215,Dec,10,10:56:18,LabSZ,24989,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1216,Dec,10,10:56:20,LabSZ,24989,Failed password for root from 183.62.140.253 port 54466 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user}@{hostname} from {source_ip} port {port} ssh2,114,25,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
1217,Dec,10,10:56:20,LabSZ,24989,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1218,Dec,10,10:56:21,LabSZ,24992,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1219,Dec,10,10:56:22,LabSZ,24992,Failed password for root from 183.62.140.253 port 54954 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {user} from {ip} port {port} ssh{suffix},119,21,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {clientip} port {port} ssh2,114,19,Failed password for {user}@[%h] from %d port %s ssh2,114,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %d port %s ssh2
1220,Dec,10,10:56:22,LabSZ,24992,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1221,Dec,10,10:56:22,LabSZ,24994,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1222,Dec,10,10:56:24,LabSZ,24994,Failed password for root from 183.62.140.253 port 55249 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {user} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user}@[%h]:{user}:{reason},114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h]:<*>
1223,Dec,10,10:56:24,LabSZ,24994,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1224,Dec,10,10:56:24,LabSZ,24997,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1225,Dec,10,10:56:27,LabSZ,24997,Failed password for root from 183.62.140.253 port 55676 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {user} from {ip}:{port} ssh2,119,16,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {host} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1226,Dec,10,10:56:27,LabSZ,24997,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1227,Dec,10,10:56:27,LabSZ,24999,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1228,Dec,10,10:56:29,LabSZ,24999,Failed password for root from 183.62.140.253 port 56091 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address}:{port} ssh2,119,18,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {clientip} port {port} ssh2,114,19,Failed password for {user} from {hostname} port {port} ssh2,114,19,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1229,Dec,10,10:56:29,LabSZ,24999,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1230,Dec,10,10:56:29,LabSZ,25002,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
