LineId,Time,Program,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
324,10.30 17:37:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",165,40,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",166,38,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime {time}",165,35,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
325,10.30 17:37:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
326,10.30 17:37:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
327,10.30 17:37:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
328,10.30 17:37:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
329,10.30 17:37:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,35,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",163,35,"{host} close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,20,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",163,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
330,10.30 17:37:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",165,38,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",166,38,"{{host}} close, 0 {{sent_size}} sent, 0 {{received_size}} received, lifetime {{time}}",165,29,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, 0 sent, 0 received, lifetime {time}",161,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","{<*>} close, <*> {<*>} sent, <*> {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
331,10.30 17:37:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",165,38,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",166,38,"{{host}} close, 0 {{sent_size}} sent, 0 {{received_size}} received, lifetime {{time}}",165,29,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, 0 sent, 0 received, lifetime {time}",161,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","{<*>} close, <*> {<*>} sent, <*> {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
332,10.30 17:37:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
333,10.30 17:37:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
334,10.30 17:38:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
335,10.30 17:38:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1736 bytes (1.69 KB) sent, 48536 bytes (47.3 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",189,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",189,40,"{host} close, {sent_size} ({sent_size_kb}) sent, {received_size} ({received_size_kb}) received, lifetime {time}",182,38,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
336,10.30 17:38:13,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 793 bytes sent, 180 bytes received, lifetime 00:20",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime 00:20",169,43,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",170,40,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",169,25,"{} close, {} sent, {} received, lifetime {}",170,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",165,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",165,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
337,10.30 17:38:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
338,10.30 17:38:49,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
339,10.30 17:38:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2017 bytes (1.96 KB) sent, 52284 bytes (51.0 KB) received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",189,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",188,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",189,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
340,10.30 17:39:00,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 595 bytes sent, 269 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime 00:01",169,43,"proxy.cse.cuhk.edu.hk close, 595 bytes, 269 bytes, 00:01",170,34,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",169,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",170,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",165,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",165,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk close, <*> bytes, <*> bytes, <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
341,10.30 17:39:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",165,40,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",166,38,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime {time}",165,35,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
342,10.30 17:39:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1987 bytes (1.94 KB) sent, 51801 bytes (50.5 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",189,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",188,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",189,40,"{host} close, {sent_size} ({sent_size_format}) sent, {received_size} ({received_size_format}) received, lifetime {time}",182,38,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
343,10.30 17:39:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
344,10.30 17:39:18,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1990 bytes (1.94 KB) sent, 23862 bytes (23.3 KB) received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",189,40,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",188,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",189,40,"{host} close, {sent_size} ({size_unit}) sent, {received_size} ({size_unit}) received, lifetime {time}",182,34,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
